"ID de la réponse","Date de soumission","Dernière page","Langue de départ","Tête de série","Date de lancement","Date de la dernière action","Adresse IP","Quelle est votre filière d'études ? ","Quelle âge avez-vous ? ","Quelle est votre genre ?  [homme]","Quelle est votre genre ?  [femme]","Quelle est votre genre ?  [autre]","Quelle est votre genre ?  [je ne préfère pas répondre]","Quel est le niveau de diplôme le plus élevé atteint par l'un de vos parents (ou tuteurs légaux) ?","Dans quelle mesure êtes-vous d'accord ou pas d'accord avec les affirmations suivantes ?   [Les traditions ne doivent pas être préservées à tout prix. ]","Dans quelle mesure êtes-vous d'accord ou pas d'accord avec les affirmations suivantes ?   [Les femmes devraient être protégées par les hommes. ]","Dans quelle mesure êtes-vous d'accord ou pas d'accord avec les affirmations suivantes ?   [Je n'ai jamais menti. ]","Dans quelle mesure êtes-vous d'accord ou pas d'accord avec les affirmations suivantes ?   [De nos jours, les efforts pour promouvoir l'égalité hommes-femmes vont parfois trop loin.]","Dans quelle mesure êtes-vous d'accord ou pas d'accord avec les affirmations suivantes ?   [Dans un couple, même si les deux partenaires travaillent, c'est avant tout à l'homme de subvenir aux besoins financiers de la famille.]","Au cours des sept derniers jours, combien de temps en moyenne avez-vous consacré chaque jour à suivre l’actualité ?"," 	Veuillez noter que cette enquête est entièrement anonyme. 	Il n’y a pas de bonnes ou de mauvaises réponses. 	Nous nous intéressons uniquement à vos impressions et opinions personnelles. 	Vos réponses ne peuvent en aucun cas être reliées à votre identité. 	Nous vous invitons à répondre aussi honnêtement que possible, même si vous hésitez ou ressentez des sentiments partagés.  ","{rand(1,4)}"," "," "," "," ","Est-ce que la personne décédée est une femme ou un homme ? ","Quel âge la personne a au moment de son décès ? ","Sur la base des éléments présentés dans l’article, dans quelle mesure êtes-vous d’accord avec les affirmations suivantes ? [Les circonstances peuvent atténuer la responsabilité de l'auteur.  ]","Sur la base des éléments présentés dans l’article, dans quelle mesure êtes-vous d’accord avec les affirmations suivantes ? [Cet évènement résulte d'une perte de contrôle.]","Sur la base des éléments présentés dans l’article, dans quelle mesure êtes-vous d’accord avec les affirmations suivantes ? [L’auteur est moralement responsable du décès de la victime.]","À l'issue de cette enquête, un participant.e sera tiré.e au sort. Si vous êtes sélectionné.e, nous effectuerons un don anonyme de 100 euros en suivant vos instructions de répartition de ce don entre les deux organisations suivantes. Veuillez indiquer comment vous souhaitez effectuer la répartition de votre don (100%) entre les deux organisations. Inscrivez-uniquement les chiffres (sans le %) dans chaque case, et assurez-vous que le total de vos deux réponses soit exactement égal à 100.       [Une organisation qui prône une offre plus élevée de spécialistes dans le soutien psychologique aux couples et aux ruptures.]","À l'issue de cette enquête, un participant.e sera tiré.e au sort. Si vous êtes sélectionné.e, nous effectuerons un don anonyme de 100 euros en suivant vos instructions de répartition de ce don entre les deux organisations suivantes. Veuillez indiquer comment vous souhaitez effectuer la répartition de votre don (100%) entre les deux organisations. Inscrivez-uniquement les chiffres (sans le %) dans chaque case, et assurez-vous que le total de vos deux réponses soit exactement égal à 100.       [Une organisation qui réclame une réforme des services policiers et judiciaires chargés des affaires de violences conjugales. ]","Suite à cet évènement, quelle est la probabilité, selon vous, que le système judiciaire condamne l'auteur des faits à la hauteur de la gravité de l'acte ?","À votre avis, combien de femmes ont été tuées par leur partenaire ou ex-partenaire en Belgique l’année dernière ?Merci de donner votre meilleure estimation ci-dessous :","À votre avis, combien d'hommes ont été tués par leur partenaire ou ex-partenaire en Belgique l’année dernière ?Merci de donner votre meilleure estimation ci-dessous :","Nous nous intéressons également à la manière dont cette situation est perçue par d’autres personnes.  Selon vous, comment la plupart des Belges seraient-ils d'accord avec les affirmations suivantes ?   [Les circonstances peuvent atténuer la responsabilité de l'auteur.  ]","Nous nous intéressons également à la manière dont cette situation est perçue par d’autres personnes.  Selon vous, comment la plupart des Belges seraient-ils d'accord avec les affirmations suivantes ?   [Cet évènement résulte d'une perte de contrôle.]","Nous nous intéressons également à la manière dont cette situation est perçue par d’autres personnes.  Selon vous, comment la plupart des Belges seraient-ils d'accord avec les affirmations suivantes ?   [L’auteur est moralement responsable du décès de la femme.]","Avez-vous eu l’impression que ce questionnaire était biaisé ?","Souhaitez-vous nous communiquer quelque chose par rapport à ce questionnaire ou voulez-vous nous faire part d'autres commentaires ?","Temps total :","Durée pour le groupe : Partie 1 ","Durée pour la question: G04Q18","Durée pour la question: G01Q03","Durée pour la question: G01Q02","Durée pour la question: G01Q15","Durée pour la question: G00Q05","Durée pour la question: G01Q19","Durée pour le groupe : Note importante avant de continuer","Durée pour la question: G02Q22","Durée pour le groupe : Article de presse ","Durée pour la question: randq","Durée pour la question: G03Q28","Durée pour la question: G02Q09","Durée pour la question: G01Q18","Durée pour la question: G03Q27","Durée pour le groupe : Nous souhaitons vérifier que vous êtes attentif·ve","Durée pour la question: G02Q06","Durée pour la question: G02Q07","Durée pour le groupe : ","Durée pour la question: G05Q25","Durée pour la question: G04Q12","Durée pour la question: G04Q21","Durée pour la question: G04Q25","Durée pour la question: G04Q25Copy","Durée pour le groupe : La société Belge ","Durée pour la question: G05Q23Copy","Durée pour le groupe : Fin du questionnaire ","Durée pour la question: G03Q13","Durée pour la question: G03Q14"
"7","2026-03-24 10:53:44","7","fr","14269598","2026-03-24 10:49:40","2026-03-24 10:53:44","94.109.211.21","","20-21","Oui","Non","Non","Non","Enseignement secondaire inférieur","D'accord","Tout à fait d'accord","Pas du tout d'accord","Tout à fait d'accord","Pas du tout d'accord","1 à 2 heures","","1",,"",,,"homme","20","Plutôt pas d'accord","Tout à fait d'accord","Tout à fait d'accord","","","Très probable","Je ne sais pas/je préfère ne pas répondre","Je ne sais pas/je préfère ne pas répondre","Légèrement pas d'accord","Tout à fait d'accord","Tout à fait d'accord","Non","","246.37","73.09",,,,,,,"4.02",,"32.4",,,,,,"22.1",,,"79.72",,,,,,"27.23",,"7.81",,
"8","2026-03-24 10:57:12","7","fr","932451741","2026-03-24 10:49:49","2026-03-24 10:57:12","130.104.166.221","","20-21","Non","Oui","Non","Non","Enseignement secondaire supérieur (CESS ou équivalent)","Tout à fait d'accord","Pas d'accord","Pas d'accord","Pas du tout d'accord","Pas d'accord","30 minutes à 1 heure","","4",,,,,"femme","42","Légèrement d'accord","Pas du tout d'accord","Tout à fait d'accord","50","50","Très improbable","Entre 20 et 30","Moins de 10","Plutôt d'accord","Légèrement d'accord","Plutôt d'accord","Non","","444.89","133.47",,,,,,,"9.56",,"34.07",,,,,,"13.05",,,"195.45",,,,,,"50.18",,"9.11",,
"9","2026-03-24 10:54:26","7","fr","1858658284","2026-03-24 10:49:52","2026-03-24 10:54:26","130.104.149.137","","20-21","Non","Oui","Non","Non","Enseignement secondaire supérieur (CESS ou équivalent)","Neutre","Neutre","Pas du tout d'accord","Pas d'accord","Pas d'accord","Moins d'une demi-heure","","4",,,,,"homme","42","Plutôt pas d'accord","Légèrement d'accord","Plutôt d'accord","50","50","Plutôt probable","Entre 40 et 50","Moins de 10","Légèrement d'accord","Neutre","Neutre","Oui","","275.93","97.01",,,,,,,"7.89",,"35.59",,,,,,"8.68",,,"83.26",,,,,,"34.28",,"9.22",,
"10","2026-03-24 10:55:06","7","fr","572365138","2026-03-24 10:50:02","2026-03-24 10:55:06","130.104.161.3","","20-21","Non","Oui","Non","Non","Enseignement supérieur de type long (Bachelier de transition, Master)","D'accord","Neutre","Pas du tout d'accord","Pas du tout d'accord","Pas d'accord","Moins d'une demi-heure","","3",,,,,"homme","42","Pas du tout d'accord","Pas du tout d'accord","Tout à fait d'accord","","","Très probable","Entre 50 et 60","Moins de 10","Légèrement d'accord","Légèrement pas d'accord","Tout à fait d'accord","Non","","306.57","107.32",,,,,,,"4.23",,"47.42",,,,,,"10.39",,,"90.52",,,,,,"38.11",,"8.58",,
"11","2026-03-24 10:58:00","7","fr","2057432858","2026-03-24 10:50:13","2026-03-24 10:58:00","94.109.161.249","","18-19","Non","Oui","Non","Non","Enseignement supérieur de type court (Bachelier de Haute École, Brevet)","D'accord","Neutre","Pas d'accord","Pas d'accord","Pas du tout d'accord","30 minutes à 1 heure","","4",,,,,"homme","42","Légèrement pas d'accord","Neutre","Plutôt d'accord","50","50","","Entre 60 et 70","Entre 50 et 70","Légèrement d'accord","Légèrement pas d'accord","Neutre","Oui","","468.79","112.16",,,,,,,"8.78",,"44.56",,,,,,"13.9",,,"209.69",,,,,,"58.59",,"21.11",,
"12","2026-03-24 10:55:16","7","fr","1953249932","2026-03-24 10:50:18","2026-03-24 10:55:16","130.104.166.176","","20-21","Non","Oui","Non","Non","Aucun diplôme ou enseignement primaire","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","D'accord","Pas d'accord","Moins d'une demi-heure","","2",,,,,"femme","42","Pas du tout d'accord","Pas du tout d'accord","Tout à fait d'accord","60","40","Ni improbable ni probable","Entre 20 et 30","Moins de 10","Plutôt d'accord","Plutôt d'accord","Légèrement pas d'accord","Non","","300.5","70.14",,,,,,,"3.88",,"39.46",,,,,,"10.59",,,"123.52",,,,,,"21.39",,"31.52",,
"13","2026-03-24 11:02:35","7","fr","1824714638","2026-03-24 10:50:29","2026-03-24 11:02:35","94.109.102.137","","20-21","Non","Oui","Non","Non","Enseignement supérieur de type long (Bachelier de transition, Master)","D'accord","Pas d'accord","Pas d'accord","Pas du tout d'accord","Pas du tout d'accord","Moins d'une demi-heure","","2",,,"",,"homme","42","Pas du tout d'accord","Plutôt pas d'accord","Tout à fait d'accord","35","65","Plutôt probable","Entre 60 et 70","Entre 10 et 20","Plutôt pas d'accord","Légèrement d'accord","Plutôt d'accord","Non","Je n'ai pas compris la dernière question on parle du décès de quelle femme si c’est un homme qui est décédé ?","729.38","154.69",,,,,,,"20.74",,"55.48",,,,,,"12.89",,,"275.51",,,,,,"110.2",,"99.87",,
"14","2026-03-24 10:56:44","7","fr","564235627","2026-03-24 10:50:31","2026-03-24 10:56:44","130.104.160.79","","20-21","Non","Oui","Non","Non","Enseignement secondaire supérieur (CESS ou équivalent)","D'accord","Pas d'accord","Pas d'accord","Pas du tout d'accord","Pas du tout d'accord","30 minutes à 1 heure","","4",,,,,"femme","42","Plutôt pas d'accord","Pas du tout d'accord","Tout à fait d'accord","40","60","Plutôt probable","Entre 50 et 60","Moins de 10","Neutre","Légèrement d'accord","Neutre","Non","","376.3","93.14",,,,,,,"8.64",,"37.43",,,,,,"12.72",,,"163.22",,,,,,"49.7",,"11.45",,
"15","2026-03-24 10:57:14","7","fr","1873329451","2026-03-24 10:50:35","2026-03-24 10:57:14","130.104.164.153","","22-23","Non","Oui","Non","Non","Enseignement supérieur de type long (Bachelier de transition, Master)","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","Moins d'une demi-heure","","1",,"",,,"femme","42","Plutôt pas d'accord","Pas du tout d'accord","Tout à fait d'accord","10%","90%","Plutôt Improbable","Entre 40 et 50","Entre 10 et 20","Plutôt d'accord","Plutôt d'accord","Légèrement d'accord","Non","","403.32","94.76",,,,,,,"13.71",,"40.64",,,,,,"12.32",,,"196.86",,,,,,"36.37",,"8.66",,
"16","2026-03-24 10:56:45","7","fr","660335784","2026-03-24 10:50:41","2026-03-24 10:56:45","94.109.0.255","","32 et plus","Non","Oui","Non","Non","Enseignement supérieur de type long (Bachelier de transition, Master)","Tout à fait d'accord","Pas d'accord","Pas d'accord","Pas du tout d'accord","Pas du tout d'accord","30 minutes à 1 heure","","4",,,,,"homme","42","Neutre","Neutre","Tout à fait d'accord","25","75","Très probable","Plus de 70","Moins de 10","Plutôt pas d'accord","Plutôt d'accord","Légèrement d'accord","Oui","J’ai l’impression de ne pas avoir bien compris et j’ai plusieurs fois eu du mal à répondre ","366.21","70.84",,,,,,,"5.09",,"36.54",,,,,,"6.3",,,"150.04",,,,,,"55.2",,"42.2",,
