"ID de la réponse","Date de soumission","Dernière page","Langue de départ","Tête de série","Date de lancement","Date de la dernière action","Adresse IP","Quelle est votre filière d'études ? ","Quelle âge avez-vous ? ","Quelle est votre genre ?  [homme]","Quelle est votre genre ?  [femme]","Quelle est votre genre ?  [autre]","Quelle est votre genre ?  [je ne préfère pas répondre]","Quel est le niveau de diplôme le plus élevé atteint par l'un de vos parents (ou tuteurs légaux) ?","Dans quelle mesure êtes-vous d'accord ou pas d'accord avec les affirmations suivantes ?   [Les traditions ne doivent pas être préservées à tout prix. ]","Dans quelle mesure êtes-vous d'accord ou pas d'accord avec les affirmations suivantes ?   [Les femmes devraient être protégées par les hommes. ]","Dans quelle mesure êtes-vous d'accord ou pas d'accord avec les affirmations suivantes ?   [Je n'ai jamais menti. ]","Dans quelle mesure êtes-vous d'accord ou pas d'accord avec les affirmations suivantes ?   [De nos jours, les efforts pour promouvoir l'égalité hommes-femmes vont parfois trop loin.]","Dans quelle mesure êtes-vous d'accord ou pas d'accord avec les affirmations suivantes ?   [Dans un couple, même si les deux partenaires travaillent, c'est avant tout à l'homme de subvenir aux besoins financiers de la famille.]","Au cours des sept derniers jours, combien de temps en moyenne avez-vous consacré chaque jour à suivre l’actualité ?"," 	Veuillez noter que cette enquête est entièrement anonyme. 	Il n’y a pas de bonnes ou de mauvaises réponses. 	Nous nous intéressons uniquement à vos impressions et opinions personnelles. 	Vos réponses ne peuvent en aucun cas être reliées à votre identité. 	Nous vous invitons à répondre aussi honnêtement que possible, même si vous hésitez ou ressentez des sentiments partagés.  ","{rand(1,4)}"," "," "," "," ","Est-ce que la personne décédée est une femme ou un homme ? ","Quel âge la personne a au moment de son décès ? ","Sur la base des éléments présentés dans l’article, dans quelle mesure êtes-vous d’accord avec les affirmations suivantes ? [Les circonstances peuvent atténuer la responsabilité de l'auteur.  ]","Sur la base des éléments présentés dans l’article, dans quelle mesure êtes-vous d’accord avec les affirmations suivantes ? [Cet évènement résulte d'une perte de contrôle.]","Sur la base des éléments présentés dans l’article, dans quelle mesure êtes-vous d’accord avec les affirmations suivantes ? [L’auteur est moralement responsable du décès de la victime.]","À l'issue de cette enquête, un participant.e sera tiré.e au sort. Si vous êtes sélectionné.e, nous effectuerons un don anonyme de 100 euros en suivant vos instructions de répartition de ce don entre les deux organisations suivantes. Veuillez indiquer comment vous souhaitez effectuer la répartition de votre don (100%) entre les deux organisations. Inscrivez-uniquement les chiffres (sans le %) dans chaque case, et assurez-vous que le total de vos deux réponses soit exactement égal à 100.       [Une organisation qui prône une offre plus élevée de spécialistes dans le soutien psychologique aux couples et aux ruptures.]","À l'issue de cette enquête, un participant.e sera tiré.e au sort. Si vous êtes sélectionné.e, nous effectuerons un don anonyme de 100 euros en suivant vos instructions de répartition de ce don entre les deux organisations suivantes. Veuillez indiquer comment vous souhaitez effectuer la répartition de votre don (100%) entre les deux organisations. Inscrivez-uniquement les chiffres (sans le %) dans chaque case, et assurez-vous que le total de vos deux réponses soit exactement égal à 100.       [Une organisation qui réclame une réforme des services policiers et judiciaires chargés des affaires de violences conjugales. ]","Suite à cet évènement, quelle est la probabilité, selon vous, que le système judiciaire condamne l'auteur des faits à la hauteur de la gravité de l'acte ?","À votre avis, combien de femmes ont été tuées par leur partenaire ou ex-partenaire en Belgique l’année dernière ?Merci de donner votre meilleure estimation ci-dessous :","À votre avis, combien d'hommes ont été tués par leur partenaire ou ex-partenaire en Belgique l’année dernière ?Merci de donner votre meilleure estimation ci-dessous :","Nous nous intéressons également à la manière dont cette situation est perçue par d’autres personnes.  Selon vous, comment la plupart des Belges seraient-ils d'accord avec les affirmations suivantes ?   [Les circonstances peuvent atténuer la responsabilité de l'auteur.  ]","Nous nous intéressons également à la manière dont cette situation est perçue par d’autres personnes.  Selon vous, comment la plupart des Belges seraient-ils d'accord avec les affirmations suivantes ?   [Cet évènement résulte d'une perte de contrôle.]","Nous nous intéressons également à la manière dont cette situation est perçue par d’autres personnes.  Selon vous, comment la plupart des Belges seraient-ils d'accord avec les affirmations suivantes ?   [L’auteur est moralement responsable du décès de la victime..]","Avez-vous eu l’impression que ce questionnaire était biaisé ?","Souhaitez-vous nous communiquer quelque chose par rapport à ce questionnaire ou voulez-vous nous faire part d'autres commentaires ?","Temps total :","Durée pour le groupe : Partie 1 ","Durée pour la question: G04Q18","Durée pour la question: G01Q03","Durée pour la question: G01Q02","Durée pour la question: G01Q15","Durée pour la question: G00Q05","Durée pour la question: G01Q19","Durée pour le groupe : Note importante avant de continuer","Durée pour la question: G02Q22","Durée pour le groupe : Article de presse ","Durée pour la question: randq","Durée pour la question: G03Q28","Durée pour la question: G02Q09","Durée pour la question: G01Q18","Durée pour la question: G03Q27","Durée pour le groupe : Nous souhaitons vérifier que vous êtes attentif·ve","Durée pour la question: G02Q06","Durée pour la question: G02Q07","Durée pour le groupe : ","Durée pour la question: G05Q25","Durée pour la question: G04Q12","Durée pour la question: G04Q21","Durée pour la question: G04Q25","Durée pour la question: G04Q25Copy","Durée pour le groupe : La société Belge ","Durée pour la question: G05Q23Copy","Durée pour le groupe : Fin du questionnaire ","Durée pour la question: G03Q13","Durée pour la question: G03Q14"
"17","2026-03-24 15:20:57","7","fr","2104373976","2026-03-24 15:16:37","2026-03-24 15:20:57","109.140.245.207","","20-21","Oui","Non","Non","Non","Doctorat","Neutre","Tout à fait d'accord","Pas d'accord","Pas d'accord","Pas d'accord","30 minutes à 1 heure","","2",,,,,"homme","42","Pas du tout d'accord","Neutre","Tout à fait d'accord","","","Très probable","Entre 30 et 40","Moins de 10","Pas du tout d'accord","Légèrement pas d'accord","Plutôt d'accord","Non","","263.59","70.68",,,,,,,"3.07",,"33.7",,,,,,"8.71",,,"98.21",,,,,,"40.24",,"8.98",,
"18","2026-03-24 15:24:07","7","fr","346151858","2026-03-24 15:16:38","2026-03-24 15:24:07","188.189.13.118","","18-19","Oui","Non","Non","Non","Enseignement secondaire supérieur (CESS ou équivalent)","D'accord","D'accord","Pas du tout d'accord","D'accord","D'accord","30 minutes à 1 heure","","4",,,,,"femme","42","Plutôt pas d'accord","Plutôt pas d'accord","Tout à fait d'accord","35","65","Ni improbable ni probable","Entre 40 et 50","Entre 10 et 20","Légèrement d'accord","Plutôt d'accord","Neutre","Non","","450.24","126.6",,,,,,,"1.99",,"58.54",,,,,,"27.17",,,"169.7",,,,,,"46.2",,"20.04",,
"19","2026-03-24 15:20:57","7","fr","520107869","2026-03-24 15:16:42","2026-03-24 15:20:57","94.109.73.220","","20-21","Non","Oui","Non","Non","Enseignement secondaire supérieur (CESS ou équivalent)","Pas d'accord","Neutre","Neutre","Pas d'accord","Pas d'accord","30 minutes à 1 heure","","4",,,,,"femme","42","Pas du tout d'accord","Pas du tout d'accord","Tout à fait d'accord","40","60","Ni improbable ni probable","Entre 30 et 40","Moins de 10","Neutre","Neutre","Plutôt d'accord","Non","","259","74.91",,,,,,,"4.04",,"22.68",,,,,,"8.68",,,"106.7",,,,,,"32.45",,"9.54",,
"20","2026-03-24 15:23:01","7","fr","269673789","2026-03-24 15:16:42","2026-03-24 15:23:01","94.109.142.206","","18-19","Non","Oui","Non","Non","Enseignement supérieur de type court (Bachelier de Haute École, Brevet)","Pas d'accord","Pas d'accord","Pas du tout d'accord","Tout à fait d'accord","Pas du tout d'accord","Moins d'une demi-heure","","2",,,"",,"homme","42","Pas du tout d'accord","Pas du tout d'accord","Tout à fait d'accord","10%","90%","Très probable","Plus de 70","Plus de 70","Pas du tout d'accord","Pas du tout d'accord","Tout à fait d'accord","Non","","381.04","131.5",,,,,,,"6.2",,"73.15",,,,,,"9.97",,,"123.48",,,,,,"26.19",,"10.55",,
"21","2026-03-24 15:21:16","7","fr","1220013956","2026-03-24 15:16:45","2026-03-24 15:21:16","109.139.135.63","","","Non","Oui","Non","Non","","Pas d'accord","D'accord","Pas du tout d'accord","Neutre","Pas du tout d'accord","Je ne sais pas","","4",,,,,"homme","42","Pas du tout d'accord","Pas du tout d'accord","Tout à fait d'accord","","","Plutôt probable","Entre 60 et 70","Moins de 10","Légèrement d'accord","Légèrement pas d'accord","Neutre","Non","","193.1","26.73",,,,,,,"2.02",,"29.55",,,,,,"6.27",,,"83.55",,,,,,"38.74",,"6.24",,
"22","2026-03-24 15:22:30","7","fr","831981955","2026-03-24 15:16:48","2026-03-24 15:22:30","178.145.246.52","","22-23","Non","Oui","Non","Non","Enseignement supérieur de type court (Bachelier de Haute École, Brevet)","D'accord","Neutre","Pas d'accord","Pas du tout d'accord","Pas d'accord","30 minutes à 1 heure","","1",,"",,,"femme","42","Légèrement d'accord","Plutôt pas d'accord","Tout à fait d'accord","40%","60%","Plutôt Improbable","Entre 40 et 50","Entre 10 et 20","Plutôt d'accord","Neutre","Plutôt d'accord","Non","","344.65","88.39",,,,,,,"5.8",,"42.8",,,,,,"10.22",,,"142.15",,,,,,"45.09",,"10.2",,
"23","2026-03-24 15:20:22","7","fr","214320380","2026-03-24 15:16:51","2026-03-24 15:20:22","94.109.166.142","","20-21","Non","Oui","Non","Non","Enseignement supérieur de type long (Bachelier de transition, Master)","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas du tout d'accord","30 minutes à 1 heure","","3",,,,,"homme","42","Légèrement d'accord","Neutre","Plutôt d'accord","","","Plutôt probable","Plus de 70","Entre 40 et 50","Légèrement d'accord","Plutôt pas d'accord","Plutôt d'accord","Non","","213.58","54.66",,,,,,,"4.07",,"18.35",,,,,,"16.03",,,"67.41",,,,,,"42.31",,"10.75",,
"24","2026-03-24 15:22:44","7","fr","1986626476","2026-03-24 15:17:02","2026-03-24 15:22:44","188.5.205.164","","18-19","Non","Oui","Non","Non","Enseignement supérieur de type long (Bachelier de transition, Master)","Tout à fait d'accord","Pas d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","Moins d'une demi-heure","","3",,,,,"homme","42","Plutôt pas d'accord","Plutôt d'accord","Tout à fait d'accord","30","70","Très probable","Entre 60 et 70","Entre 10 et 20","Plutôt pas d'accord","Légèrement d'accord","Plutôt d'accord","Non","","344.73","65.93",,,,,,,"9.88",,"28.59",,,,,,"8.86",,,"171.66",,,,,,"28.42",,"31.39",,
"25","2026-03-24 15:26:11","7","fr","58258674","2026-03-24 15:17:08","2026-03-24 15:26:11","37.29.213.160","","20-21","Non","Oui","Non","Non","Enseignement secondaire supérieur (CESS ou équivalent)","Neutre","Neutre","Pas du tout d'accord","Pas d'accord","Pas d'accord","30 minutes à 1 heure","","4",,,,,"femme","42","Pas du tout d'accord","Plutôt pas d'accord","Tout à fait d'accord","","","Ni improbable ni probable","Je ne sais pas/je préfère ne pas répondre","Moins de 10","Neutre","Neutre","Neutre","Non","","546.96","195.9",,,,,,,"11.7",,"41.57",,,,,,"9.5",,,"234.33",,,,,,"30.63",,"23.33",,
"26","2026-03-24 15:23:24","7","fr","1522491823","2026-03-24 15:17:18","2026-03-24 15:23:24","188.189.215.211","","22-23","Non","Oui","Non","Non","Enseignement supérieur de type court (Bachelier de Haute École, Brevet)","Tout à fait d'accord","D'accord","Pas du tout d'accord","Pas du tout d'accord","Neutre","Moins d'une demi-heure","","1",,,,,"homme","42","Pas du tout d'accord","Neutre","Tout à fait d'accord","20","80","Très improbable","Entre 40 et 50","Moins de 10","Légèrement d'accord","Plutôt d'accord","Légèrement d'accord","Non","","368.4","85.77",,,,,,,"7.33",,"45.54",,,,,,"13.08",,,"175.45",,,,,,"31.99",,"9.24",,
